emoji,unicode_name,group,graha,element,layer,nakshatra,varna,rasa,dosha,vastu_zone,confidence,method,attestation,attestation_status
🌺,hibiscus,Animals & Nature,shukra,water,S5,,universal,,,,0.5,plant_venus,SYNTHESIS,inferred_coherent
🌻,sunflower,Animals & Nature,surya,fire,S3,,universal,,,,0.6,weather,SYNTHESIS,inferred_coherent
🌼,blossom,Animals & Nature,shukra,water,S5,,universal,,,,0.5,plant_venus,SYNTHESIS,inferred_coherent
🌷,tulip,Animals & Nature,shukra,water,S5,,universal,,,,0.5,plant_venus,SYNTHESIS,inferred_coherent
🪻,hyacinth,Animals & Nature,,earth,S5,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🌱,seedling,Animals & Nature,guru,earth,S5,,universal,,,,0.5,plant_jupiter,SYNTHESIS,inferred_coherent
🪴,potted plant,Animals & Nature,,earth,S5,,universal,,,,0.5,habitat_element,SYNTHESIS,inferred_coherent
🌲,evergreen tree,Animals & Nature,guru,earth,S5,,universal,,,,0.5,plant_jupiter,SYNTHESIS,inferred_coherent
🌳,deciduous tree,Animals & Nature,guru,earth,S5,,universal,,,,0.5,plant_jupiter,SYNTHESIS,inferred_coherent
🌴,palm tree,Animals & Nature,guru,earth,S5,,universal,,,,0.5,plant_jupiter,SYNTHESIS,inferred_coherent
🌵,cactus,Animals & Nature,guru,earth,S5,,universal,,,,0.5,plant_jupiter,SYNTHESIS,inferred_coherent
🌾,sheaf of rice,Animals & Nature,,earth,S5,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🌿,herb,Animals & Nature,guru,earth,S5,,universal,,,,0.5,plant_jupiter,SYNTHESIS,inferred_coherent
☘️,shamrock,Animals & Nature,,earth,S5,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🍀,four leaf clover,Animals & Nature,guru,earth,S5,,universal,,,,0.5,plant_jupiter,SYNTHESIS,inferred_coherent
🍁,maple leaf,Animals & Nature,guru,earth,S5,,universal,,,,0.5,plant_jupiter,SYNTHESIS,inferred_coherent
🍂,fallen leaf,Animals & Nature,guru,earth,S5,,universal,,,,0.5,plant_jupiter,SYNTHESIS,inferred_coherent
🍃,leaf fluttering in wind,Animals & Nature,guru,air,S3,,universal,,,,0.6,weather,SYNTHESIS,inferred_coherent
🪹,empty nest,Animals & Nature,,earth,S5,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪺,nest with eggs,Animals & Nature,,earth,S5,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🍄,mushroom,Animals & Nature,,earth,S5,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪾,leafless tree,Animals & Nature,guru,earth,S5,,universal,,,,0.5,plant_jupiter,SYNTHESIS,inferred_coherent
🍇,grapes,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍈,melon,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍉,watermelon,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍊,tangerine,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍋,lemon,Food & Drink,surya,earth,S5,,universal,amla,pitta,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍋‍🟩,lime,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍌,banana,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍍,pineapple,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥭,mango,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍎,red apple,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍏,green apple,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍐,pear,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍑,peach,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍒,cherries,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍓,strawberry,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🫐,blueberries,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥝,kiwi fruit,Food & Drink,shukra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍅,tomato,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🫒,olive,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥥,coconut,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥑,avocado,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍆,eggplant,Food & Drink,chandra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🥔,potato,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥕,carrot,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🌽,ear of corn,Food & Drink,surya,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🌶️,hot pepper,Food & Drink,mangala,earth,S5,,universal,katu,pitta,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🫑,bell pepper,Food & Drink,mangala,earth,S5,,universal,katu,pitta,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🥒,cucumber,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥬,leafy green,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥦,broccoli,Food & Drink,budha,earth,S5,,universal,kashaya,vata,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🧄,garlic,Food & Drink,mangala,earth,S5,,universal,katu,pitta,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🧅,onion,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥜,peanuts,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🫘,beans,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🌰,chestnut,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🫚,ginger root,Food & Drink,surya,earth,S5,,universal,katu,pitta,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🫛,pea pod,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍄‍🟫,brown mushroom,Food & Drink,shani,earth,S5,,universal,kashaya,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🫜,root vegetable,Food & Drink,budha,earth,S5,,universal,kashaya,vata,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍞,bread,Food & Drink,budha,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🥐,croissant,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥖,baguette bread,Food & Drink,budha,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🫓,flatbread,Food & Drink,budha,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🥨,pretzel,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥯,bagel,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥞,pancakes,Food & Drink,shukra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🧇,waffle,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🧀,cheese wedge,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍖,meat on bone,Food & Drink,mangala,earth,S5,,universal,madhura,pitta,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍗,poultry leg,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥩,cut of meat,Food & Drink,mangala,earth,S5,,universal,madhura,pitta,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🥓,bacon,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍔,hamburger,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍟,french fries,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍕,pizza,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🌭,hot dog,Food & Drink,mangala,earth,S5,,universal,katu,pitta,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🥪,sandwich,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🌮,taco,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🌯,burrito,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🫔,tamale,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥙,stuffed flatbread,Food & Drink,budha,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🧆,falafel,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥚,egg,Food & Drink,chandra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍳,cooking,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥘,shallow pan of food,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍲,pot of food,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🫕,fondue,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥣,bowl with spoon,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥗,green salad,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍿,popcorn,Food & Drink,surya,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🧈,butter,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🧂,salt,Food & Drink,chandra,earth,S5,,universal,lavana,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🥫,canned food,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍱,bento box,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍘,rice cracker,Food & Drink,chandra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍙,rice ball,Food & Drink,chandra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍚,cooked rice,Food & Drink,chandra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍛,curry rice,Food & Drink,chandra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍜,steaming bowl,Food & Drink,budha,earth,S5,,universal,tikta,vata,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍝,spaghetti,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍠,roasted sweet potato,Food & Drink,shukra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍢,oden,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍣,sushi,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍤,fried shrimp,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍥,fish cake with swirl,Food & Drink,shukra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🥮,moon cake,Food & Drink,shukra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍡,dango,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥟,dumpling,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥠,fortune cookie,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥡,takeout box,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍦,soft ice cream,Food & Drink,chandra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍧,shaved ice,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍨,ice cream,Food & Drink,chandra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍩,doughnut,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍪,cookie,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🎂,birthday cake,Food & Drink,shukra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍰,shortcake,Food & Drink,shukra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🧁,cupcake,Food & Drink,shukra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🥧,pie,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍫,chocolate bar,Food & Drink,shukra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍬,candy,Food & Drink,shukra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍭,lollipop,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍮,custard,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍯,honey pot,Food & Drink,guru,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍼,baby bottle,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥛,glass of milk,Food & Drink,chandra,earth,S5,,universal,madhura,kapha,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
☕,hot beverage,Food & Drink,mangala,earth,S5,,universal,katu,pitta,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🫖,teapot,Food & Drink,budha,earth,S5,,universal,tikta,vata,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍵,teacup without handle,Food & Drink,budha,earth,S5,,universal,tikta,vata,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍶,sake,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍾,bottle with popping cork,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍷,wine glass,Food & Drink,shukra,earth,S5,,universal,madhura,pitta,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍸,cocktail glass,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍹,tropical drink,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍺,beer mug,Food & Drink,rahu,earth,S5,,universal,tikta,pitta,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🍻,clinking beer mugs,Food & Drink,rahu,earth,S5,,universal,tikta,pitta,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🥂,clinking glasses,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥃,tumbler glass,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🫗,pouring liquid,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥤,cup with straw,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🧋,bubble tea,Food & Drink,budha,earth,S5,,universal,tikta,vata,SE,0.7,rasa_map,SYNTHESIS,inferred_coherent
🧃,beverage box,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🧉,mate,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🧊,ice,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥢,chopsticks,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍽️,fork and knife with plate,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🍴,fork and knife,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🥄,spoon,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🔪,kitchen knife,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🫙,jar,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🏺,amphora,Food & Drink,shukra,earth,S5,,universal,,,SE,0.4,food_default,SYNTHESIS,inferred_coherent
🌍,globe showing Europe-Africa,Travel & Places,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🌎,globe showing Americas,Travel & Places,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🌏,globe showing Asia-Australia,Travel & Places,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🌐,globe with meridians,Travel & Places,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🗺️,world map,Travel & Places,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🗾,map of Japan,Travel & Places,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧭,compass,Travel & Places,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🏔️,snow-capped mountain,Travel & Places,shani,earth,S4,,universal,,,,0.5,landscape_earth,SYNTHESIS,inferred_coherent
⛰️,mountain,Travel & Places,shani,earth,S4,,universal,,,,0.5,landscape_earth,SYNTHESIS,inferred_coherent
🌋,volcano,Travel & Places,shani,earth,S4,,universal,,,,0.5,landscape_earth,SYNTHESIS,inferred_coherent
🗻,mount fuji,Travel & Places,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🏕️,camping,Travel & Places,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🏖️,beach with umbrella,Travel & Places,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🏜️,desert,Travel & Places,shani,earth,S4,,universal,,,,0.5,landscape_earth,SYNTHESIS,inferred_coherent
🏝️,desert island,Travel & Places,shani,earth,S4,,universal,,,,0.5,landscape_earth,SYNTHESIS,inferred_coherent
🏞️,national park,Travel & Places,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🏟️,stadium,Travel & Places,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🏛️,classical building,Travel & Places,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🏗️,building construction,Travel & Places,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧱,brick,Travel & Places,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪨,rock,Travel & Places,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪵,wood,Travel & Places,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
