latin_name,common_name,family,habit,mature_height_m,canopy_spread_m,hardiness_zone_min,hardiness_zone_max,layer,succession_role,root_architecture,water_relationship,nitrogen_fixer,guild_function_primary,allelopathic,fodder_cattle,fodder_sheep,fodder_goat,fodder_pig,fodder_chicken,fodder_duck,edibility_rating,medicinal_rating,other_uses_rating,soil,shade,moisture,range,found_in,known_hazards,summary,attestation,source
Atriplex gmelinii,Gmelin's saltbush,Chenopodiaceae,Annual,0.5,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,2,0,0,LM,N,DM,"E. Asia - China, Japan. Western N. America.",,"No member of this genus contains any toxins, all have more or less edible leaves. However, if grown with artificial fertilizers, they may concentrate harmful amounts of nitrates in their leaves.",,OBSERVED:PFAF,pfaf.org database
Atriplex lapathifolia,,Chenopodiaceae,Annual,0.9,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,3,0,0,LM,N,DM,Western N. America,,"No member of this genus contains any toxins, all have more or less edible leaves. However, if grown with artificial fertilizers, they may concentrate harmful amounts of nitrates in their leaves.",,OBSERVED:PFAF,pfaf.org database
Atriplex lentiformis,"Quail Bush, Big saltbush, Quailbush,",Chenopodiaceae,Shrub,3.0,,7,10,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,3,1,2,LM,N,DM,"South-western N. America - California, Arizona, Nevada, Texas and Mexico.","Iran, Israel, Mexico, North America, USA,","No member of this genus contains any toxins, all have more or less edible leaves. However, if grown with artificial fertilizers, they may concentrate harmful amounts of nitrates in their leaves.",,OBSERVED:PFAF,pfaf.org database
Atriplex mucronata,,Chenopodiaceae,Annual,0.4,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,2,0,0,LMH,N,DM,"Eastern N. America - Florida to Texas, north to southern New Hampshire.",,"No member of this genus contains any toxins, all have more or less edible leaves. However, if grown with artificial fertilizers, they may concentrate harmful amounts of nitrates in their leaves.",,OBSERVED:PFAF,pfaf.org database
Atriplex nummularia,"Giant Saltbush, Bluegreen saltbush",Chenopodiaceae,Shrub,3.5,,7,10,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,pollinator_attractor,no,yes,yes,yes,yes,yes,yes,3,2,3,LM,N,DM,Australia. Naturalized in South-western N. America.,"Africa, Argentina, Asia, Australia*, China, India, North America, South Africa, Southern Africa, Southern America, Swaziland, Taiwan, USA,","No member of this genus contains any toxins, all have more or less edible leaves. However, if grown with artificial fertilizers, they may concentrate harmful amounts of nitrates in their leaves.",,OBSERVED:PFAF,pfaf.org database
Atriplex nuttallii,Nuttall's Saltbush,Chenopodiaceae,Shrub,0.9,,5,9,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,4,0,0,LM,N,DM,"Western N. America - Manitoba to Saskatchewan, south to Nebraska, Colorado and Nevada","Canada, North America, USA,","No member of this genus contains any toxins, all have more or less edible leaves. However, if grown with artificial fertilizers, they may concentrate harmful amounts of nitrates in their leaves.",,OBSERVED:PFAF,pfaf.org database
Atriplex powellii,Powell's Saltweed,Chenopodiaceae,Annual,1.5,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,2,0,0,LM,N,DM,Central and western N. America.,,"No member of this genus contains any toxins, all have more or less edible leaves. However, if grown with artificial fertilizers, they may concentrate harmful amounts of nitrates in their leaves.",,OBSERVED:PFAF,pfaf.org database
Atriplex saccaria,Sack Saltbush,Chenopodiaceae,Annual,0.3,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,2,0,0,LM,N,DM,"South-western N. America - Arizona, Colorado, New Mexico, Wyoming and Utah.",,"No member of this genus contains any toxins, all have more or less edible leaves. However, if grown with artificial fertilizers, they may concentrate harmful amounts of nitrates in their leaves.",,OBSERVED:PFAF,pfaf.org database
Atriplex semibaccata,"Australian Saltbush. Australian saltbush, Creeping saltbush",Amaranthaceae,Shrub,0.5,,9,11,shrub,mid_successional,fibrous_shallow,drought_tolerant,yes,nitrogen_fixer,no,yes,yes,yes,yes,yes,yes,2,0,3,LMH,N,DM,"Australia - Victoria, New South Wales, Queensland, South Australia, Western Australia, Northern Territories","Argentina, Australia*, Chile, Hawaii, Mexico, North America, Pacific, South America, Tasmania, USA.",None Known,,OBSERVED:PFAF,pfaf.org database
Atriplex serenana,"Bractscale, Davidson's bractscale",Chenopodiaceae,Annual,3.0,,7,10,groundcover,early_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,2,0,0,LM,N,DM,South-western N. America - California.,,"No member of this genus contains any toxins, all have more or less edible leaves. However, if grown with artificial fertilizers, they may concentrate harmful amounts of nitrates in their leaves.",,OBSERVED:PFAF,pfaf.org database
Atriplex truncata,Wedgescale Saltbush,Chenopodiaceae,Annual,0.9,,7,10,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,yes,yes,yes,yes,yes,yes,2,0,4,LM,N,DM,Western N. America - southern British Columbia to California.,,"No member of this genus contains any toxins, all have more or less edible leaves. However, if grown with artificial fertilizers, they may concentrate harmful amounts of nitrates in their leaves.","Wedgeleaf saltbush or saltweed is an annual herb native to California, growing to 0.9m in cold to warm temperate climates. The leaves and young plants are cooked and have a salty flavour. The seed is prepared and used in piñole, an ancient grain originating with the Aztecs, or ground into a meal and",OBSERVED:PFAF,pfaf.org database
Attalea butyracea,Wine Palm,Arecaceae,Tree,20.0,,10,12,canopy,mid_successional,fibrous_shallow,mesic,no,canopy,no,no,no,no,no,no,no,4,0,5,LMH,N,DM,"S. America - Brazil, Bolivia, Peru, Ecuador, Colombia, Venezuela; Caribbean - Trinidad; Central America - Panama to Mexico.","Found In: Amazon, Australia, Brazil, Colombia, Costa Rica, Guiana, Mexico, North America, Panama, South America, Venezuela.",None known,"Attalea butyracea otherwise known as Wine Palm is a tropical, evergreen plant that grows in dry forests in the Amazon. It has a straight, single stem that can grow up to 50 cm in diameter. It serves several functions such as food source and as material for construction. The apical bud is consumed as",OBSERVED:PFAF,pfaf.org database
Averrhoa carambola,"Carambola, Star Fruit",Oxalidaceae,Tree,8.0,,10,12,understory,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,4,2,2,LM,N,M,E. Asia - Malaysia.,"Found In: Africa, Andamans, Asia, Australia, Bangladesh, Barbados, Brazil, Cambodia, Cameroon, Central Africa, Central America, China, Cook Islands, Costa Rica, Dominican Republic, East Africa, East T",The fruit contain soluble oxalates.,"Carambola, Averrhoa carambola, is a tropical, evergreen, small tree or shrub native to Southeast Asia and Indian Subcontinent. It reaches up to 5-12 m tall when fully matured. Its flowers are red-purple in color, small, and bell shaped. The plant is known for its edible fruit and for medicinal uses.",OBSERVED:PFAF,pfaf.org database
Azadirachta indica,Neem,Meliaceae,Tree,15.0,,10,12,canopy,mid_successional,fibrous_shallow,drought_tolerant,no,pest_confuser,no,no,no,no,no,no,no,2,4,5,MH,SN,DM,"E. Asia - India, Bagladesh, Myanmar.","Found in:
Africa, Algeria, Andamans, Angola, Antigua and Barbuda, Argentina, Asia, Australia, Bahamas, Bangladesh, Barbados, Benin, Botswana, Brazil, Burkina Faso, Burma, Burundi, Cambodia, Cameroon,","Neem extracts may have toxic effects on fish and other aquatic wildlife and on some beneficial insects. Therefore, care should be taken that any unused extracts are disposed of by exposing them to heat or sunlight to break down the active compounds [303]. Alkaloids in the fruit and bark contain alka","Azadirachta indica, the Neem trees also know as Nimtree and Indian Lilac is a large deep-rooted fast growing plant with many uses including excellent medicinal properties. Neem has a rounded spreading crown and a straight trunk with thick grey bark. The 35cm long leaves are alternate with 7-17 leafl",OBSERVED:PFAF,pfaf.org database
Azolla filiculoides,"Azolla, Pacific mosquitofern",Azollaceae,Perennial,0.1,,,,groundcover,mid_successional,fibrous_shallow,wetland,no,dynamic_accumulator,no,no,no,no,no,no,no,0,0,3,LMH,SN,Wa,Western N. America,,None known,,OBSERVED:PFAF,pfaf.org database
Baccharis halimifolia,"Bush Groundsel, Eastern baccharis, High Tide Bush, Sea Myrtle, Salt Bush",Asteraceae or Compositae,Shrub,3.5,,4,8,shrub,mid_successional,fibrous_shallow,wetland,no,windbreak,no,no,no,no,no,no,no,0,1,3,LMH,N,DM,Eastern N. America - Massachusetts to Florida and Texas.,,The plant is potentially toxic to livestock[274].,"Bloom Color: White.
Main Bloom Time: Early fall, Late fall, Mid fall. Form: Upright or erect, Vase.",OBSERVED:PFAF,pfaf.org database
Baccharis pilularis,"Dwarf Chaparral Broom, Coyotebrush , Chaparral Broom",Asteraceae or Compositae,Shrub,0.5,,8,10,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,0,1,3,LMH,N,DM,South-western N. America - California.,,None known,"Bloom Color: White, Yellow.
Main Bloom Time: Early fall, Early winter, Late fall, Mid fall. Form: Prostrate, Spreading or horizontal.",OBSERVED:PFAF,pfaf.org database
Baccharis viminea,Mule's Fat,Asteraceae or Compositae,Shrub,4.0,,7,10,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,1,1,3,LMH,N,DM,South-western N. America - California to Mexico.,,None known,,OBSERVED:PFAF,pfaf.org database
Bacopa monnieri,"Herb of Grace, Brahmi, Smooth Water Hyssop",Plantaginaceae,Perennial,0.3,,8,11,groundcover,mid_successional,fibrous_shallow,mesic,no,pollinator_attractor,no,no,no,no,no,no,no,3,4,1,LMH,SN,MWe,Found through most of the tropics.,"Found In: Africa, Asia, Australia, Bahamas, Cambodia, Central America, Cuba, Dominican Republic, East Africa, Guiana, Haiti, Hawaii, India, Indochina, Indonesia, Jamaica, Laos, Madagascar, Mexico, Nor","The most commonly reported adverse side effects of Bacopa monnieri in humans are nausea, increased intestinal motility, and gastrointestinal upset.","Brahmi, Bacopa monnieri, is a tropical, perennial, non-aromatic herb used in Ayurveda medicine. It grows in rice fields and damp areas. Its leaves are succulent, oblong, thick, and arranged alternately. The flowers are small and white, with four to five petals. The leaves are edible - it can be eate",OBSERVED:PFAF,pfaf.org database
Balsamorhiza deltoidea,Deltoid Balsamroot,Asteraceae or Compositae,Perennial,0.6,,4,8,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,4,1,0,LM,N,DM,Western N. America - British Columbia to California.,,None known,,OBSERVED:PFAF,pfaf.org database
Balsamorhiza hookeri,"Balsam Root, Hooker's balsamroot, Hairy balsamroot,  Idaho balsamroot,  Rabbithead balsamroot, Negle",Asteraceae or Compositae,Perennial,0.3,,4,8,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,4,1,0,LM,N,DM,Western and Central N. America,,None known,,OBSERVED:PFAF,pfaf.org database
Balsamorhiza incana,Hoary Balsamroot,Asteraceae or Compositae,Perennial,0.9,,4,8,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,3,1,0,LM,N,DM,North-western N. America,,None known,,OBSERVED:PFAF,pfaf.org database
Balsamorhiza sagittata,"Oregon Sunflower, Arrowleaf balsamroot",Asteraceae or Compositae,Perennial,0.3,,4,8,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,4,2,2,LM,N,DM,"Western N. America - South Dakota to British Columbia, south to California and Colorado.",,None known,,OBSERVED:PFAF,pfaf.org database
Bambusa pervariabilis,Clumping Bamboo,Poaceae,Bamboo,8.0,,9,11,canopy,mid_successional,fibrous_shallow,mesic,no,canopy,no,no,no,no,no,no,no,3,0,4,LMH,SN,M,Asia. China,Australasia including China and Australia. North America.,None Known,,OBSERVED:PFAF,pfaf.org database
Baptisia australis,"Wild Indigo, Blue wild indigo, Blue False Indigo",Fabaceae or Leguminosae,Perennial,1.5,,3,9,groundcover,mid_successional,deep_taproot,drought_tolerant,yes,nitrogen_fixer,no,no,no,no,no,no,no,0,2,2,LM,N,DM,"Eastern and Central N. America - Pennsylvania to Georgia, west to Texas, Nebraska and Indiana.",,A report says that the plant is potentially toxic[222].,"Bloom Color: Blue.
Main Bloom Time: Early summer, Late spring, Mid summer. Form: Upright or erect.",OBSERVED:PFAF,pfaf.org database
Baptisia bracteata,"Plains Wild Indigo, Longbract wild indigo, False Indigo, Cream Wild Indigo",Fabaceae or Leguminosae,Perennial,0.7,,4,9,groundcover,mid_successional,deep_taproot,drought_tolerant,yes,nitrogen_fixer,no,no,no,no,no,no,no,0,2,0,LM,N,DM,"Eastern N. America - Arkansas, Texas and Nebraska to Minnesota.",,The plant is potentially toxic[222].,"Bloom Color: White.
Main Bloom Time: Late spring. Form: Irregular or sprawling, Spreading or horizontal, Upright or erect.",OBSERVED:PFAF,pfaf.org database
Baptisia lactea,Wild Indigo,Fabaceae or Leguminosae,Perennial,2.0,,4,8,groundcover,mid_successional,deep_taproot,mesic,yes,nitrogen_fixer,no,no,no,no,no,no,no,0,1,0,LM,N,M,South-eastern N. America,,The plant is potentially toxic[222].,,OBSERVED:PFAF,pfaf.org database
Baptisia pendula,"White False Indigo, False  Indigo",Fabaceae or Leguminosae,Perennial,1.0,,3,9,groundcover,mid_successional,deep_taproot,mesic,yes,nitrogen_fixer,no,no,no,no,no,no,no,0,0,2,LM,N,M,South-eastern N. America.,,The plant is potentially toxic[222].,"Bloom Color: White.
Main Bloom Time: Early summer. Form: Upright or erect.",OBSERVED:PFAF,pfaf.org database
Baptisia tinctoria,"Wild Indigo, Horseflyweed",Fabaceae or Leguminosae,Perennial,0.9,,4,8,groundcover,mid_successional,deep_taproot,drought_tolerant,yes,nitrogen_fixer,no,no,no,no,no,no,no,1,3,2,LM,N,DM,Eastern N. America - Virginia to Florida.,,"The plant is poisonous in large quantities[21, 46]. Irritation of the eyes. May cause dermatitis. Avoid with inflammatory gastrointestinal diseases [301].",,OBSERVED:PFAF,pfaf.org database
Barbarea orthoceras,American Yellowrocket,Brassicaceae or Cruciferae,Perennial,0.5,,,,groundcover,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,2,0,0,LMH,SN,M,N. America. N.E. Asia.,,None known,,OBSERVED:PFAF,pfaf.org database
Barbarea vulgaris,"Yellow Rocket, Garden yellowrocket",Brassicaceae or Cruciferae,Perennial,0.4,,5,9,groundcover,early_successional,fibrous_shallow,moisture_loving,no,windbreak,no,no,no,no,no,no,no,3,1,0,LMH,SN,M,"Most of Europe, including Britain, south and east to N. Africa and Asia.","Native:
Albania; Andorra; Austria; Belarus; Belgium; Bosnia and Herzegovina; Bulgaria; China (Heilongjiang, Jiangsu, Jilin, Xinjiang); Croatia; Czech Republic; Estonia; France (Corsica, France (mainl",There is a report that ingestion of the leaves can lead to kidney malfunction[222].,,OBSERVED:PFAF,pfaf.org database
